Title,Price,Bedrooms,Living Size(m²),Land Size(m²),Location,Timestamp
jual rumah furnished siap huni di imajihaus bsd city,Rp 2.000.000.000,3,77,65,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:40:34.277068
teravia adore prime bsdcity,Rp 2.853.206.370,5,144,84,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:40:34.394168
rumah 2 lantai mewah dekat jalan letjen suprapto cempaka putih tengah,Rp 2.227.500.000,3,97,55,"Cempaka Putih, Jakarta Pusat",2025-04-27T14:40:34.505129
murah strategis luas 238 m2 area poros jalan ciliwung malang,Rp 1.900.000.000,4,90,238,"Area Poros Jalan Ciliwung Blimbing, Malang",2025-04-27T14:40:34.612434
"freehold - sale residence house in good area saba, gianyar, bali",Rp 750.000.000,2,93,72,"Level saba, saba saba, Gianyar Gianyar, Gianyar",2025-04-27T14:40:34.718300
ana rumah bagus semifurnished uk 5x20m di komp kavling polri jelambar,Rp 3.900.000.000,4,450,100,"Jelambar, Jakarta Barat",2025-04-27T14:40:34.846353
jual rumah minimalis kbp kota baru parahyangan tatar harga termuraj,Rp 1.490.000.000,2,80,84,"Tatar Jayaprakarsa Padalarang, West Bandung",2025-04-27T14:40:34.972829
cendana residence 2 di tangsel,Rp 796.550.000,2,36,66,"Cluster Cendana residence 2 Pamulang, Tangerang Selatan",2025-04-27T14:40:35.099106
dijual rumah murah dibawah harga pasar ujung berung kota cigending,Rp 365.000.000,3,65,60,"Ujung Berung, Bandung",2025-04-27T14:40:35.210361
rumah kpr siap huni dekat jl raya condet pgc rsud kramat jati tol tmii,Rp 1.375.000.000,3,100,61,"Condet, Jakarta Timur",2025-04-27T14:40:43.931694
promo ramadhan rumah villa batu 300 jutaan,Rp 350.000.000,2,32,60,"Oro-oro Ombo, Batu",2025-04-27T14:40:44.143693
jual kos kost kosan kostan 21 kamar di ciledug kota tangerang,Rp 5.000.000.000,21,217,72,"Karawaci, Tangerang",2025-04-27T14:40:44.246432
dijual rumah siap huni di pasar minggu,Rp 7.500.000.000,3,120,703,"Pasar Minggu, Jakarta Selatan",2025-04-27T14:40:44.352566
turun harga dijual cepat rumah mewah baru renov bukit golf cibubur,Rp 1.800.000.000,4,216,192,"Gunung Putri, Bogor",2025-04-27T14:40:44.487473
dijual rumah minimalis murah vila bogor indah 5 sukaraja,Rp 1.800.000.000,4,262,198,"Perumahan Vila Bogor Indah 5. Kavling Garuda Blok CE-1 No.8 Desa Pasir Jambu Kecamatan Sukaraja Kab:Bogor Sukaraja, Bogor",2025-04-27T14:40:44.734742
di jual cepat rumah di graha raya 2 lantai full renovasi,Rp 1.700.000.000,3,144,72,"Alam Sutera, Tangerang Selatan",2025-04-27T14:40:44.948120
serpong heritage tipe 52/80,Rp 891.000.000,3,52,80,"Babakan, Setu, Tangerang Selatan",2025-04-27T14:40:45.085302
rumah murah 2 lantai di makassar telkomas,Rp 855.000.000,3,72,80,"WiFi.id Corner Telkomas Tamalanrea, Makassar",2025-04-27T14:40:45.233938
bukit podomoro jakarta tipe 7 art deco,Rp 5.000.000.000,4,180,105,"Jl. I Gusti Ngurah Rai No. 20, Klender, Duren Sawit, Jakarta Timur",2025-04-27T14:40:45.328785
hiera wynyard tipe 7,Rp 3.384.440.380,4,160,98,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:40:45.443843
bali resort tangerang tipe bali haus+,Rp 820.100.000,3,80,60,"Jl. Raya Mauk Sepatan, Tangerang",2025-04-27T14:40:45.539487
blossom park tipe belladona,Rp 668.000.000,2,55,66,"Jl. Serpong-Parung, Cibinong, Gunung Sindur, Bogor",2025-04-27T14:40:45.759496
tipe montez 412/240,Rp 13.190.749.000,4,412,240,"Lengkong Kulon, Pagedangan, Tangerang",2025-04-27T14:40:46.026467
panjibuwono city cluster casablanca tipe casa jardin,Rp 797.882.243,2,39,72,"Jl. Pertamina Jl. Raya Kedaung No.Raya, Kedung Pengawas, Babelan Babelan, Bekasi",2025-04-27T14:40:46.352780
bsd city - tanakayu jiva tipe 6,Rp 3.215.432.000,3,86,112,"Jl. BSD Boulevard Utara, Cijantra, Pagedangan, Tangerang",2025-04-27T14:40:46.659231
kana park cluster kano tipe 39,Rp 614.776.560,2,39,60,"Jalan Rancaiyuh No.32, Babat Legok, Tangerang",2025-04-27T14:40:46.949378
terravia bsd city tipe adora luxe,Rp 4.761.074.000,5,190,112,"Cijantra, Pagedangan, Tangerang",2025-04-27T14:40:47.262780
terravia bsd city tipe adora primes,Rp 3.216.087.000,5,144,84,"Cijantra, Pagedangan, Tangerang",2025-04-27T14:40:47.578749
bukit podomoro jakarta tipe 7 classic,Rp 5.000.000.000,4,180,105,"Jl. I Gusti Ngurah Rai No. 20, Klender, Duren Sawit, Jakarta Timur",2025-04-27T14:40:47.887578
springhill yume lagoon tipe ajisai,Rp 778.893.660,2,36,60,"Jl. Raya Cisauk No.Raya, Suradita, Cisauk, Tangerang",2025-04-27T14:40:48.192262
hiera wynyard tipe 8,Rp 4.724.782.160,5,205,144,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:40:48.648453
kana park cluster kano tipe 33,Rp 522.000.000,2,33,50,"Jalan Rancaiyuh No.32, Babat Legok, Tangerang",2025-04-27T14:40:48.819172
cluster bellwood tipe 157/162,Rp 2.689.627.000,3,157,162,"Ciangsana Gunung Putri, Bogor",2025-04-27T14:40:48.925561
murah bagus full furnish rumah mulyosari,Rp 2.499.000.000,4,250,165,"Mulyosari, Surabaya",2025-04-27T14:40:49.012241
rumah second perumahan lavender hijau cikarang jababeka,Rp 620.000.000,3,95,90,"Jababeka Cikarang, Bekasi",2025-04-27T14:40:49.135451
rumah kos eksklusif dekat boulevard sukarno hatta,Rp 2.600.000.000,11,250,98,"Suhat Lowokwaru, Malang",2025-04-27T14:40:49.248227
rumah murah di kelapa dua depok dekat rs brimob,Rp 850.000.000,3,150,112,"BEBEK MAGGIS Kelapa Dua Brimob Tugu Cimanggis Depok Kelapa Dua, Depok",2025-04-27T14:40:49.517596
rumah bata merah setu cipayung jakarta timur,Rp 775.000.000,2,54,45,"Cipayung, Jakarta Timur",2025-04-27T14:40:49.612574
cluster bentley homes di lippo village tangerang dekat lapangan golf,Rp 2.600.000.000,4,131,115,"Lippo Village Tangerang, Tangerang",2025-04-27T14:40:49.811869
panorama terrace tipe d,Rp 3.625.500.000,4,180,114,"Jl. H. Kuling, Petukangan Utara, Pesanggrahan, Jakarta Selatan",2025-04-27T14:41:00.038504
blossom park tipe belladona,Rp 668.000.000,2,55,66,"Jl. Serpong-Parung, Cibinong, Gunung Sindur, Bogor",2025-04-27T14:41:00.194967
terravia bsd city tipe adora luxe,Rp 4.761.074.000,5,190,112,"Cijantra, Pagedangan, Tangerang",2025-04-27T14:41:00.396577
bukit podomoro jakarta tipe 7 classic,Rp 5.000.000.000,4,180,105,"Jl. I Gusti Ngurah Rai No. 20, Klender, Duren Sawit, Jakarta Timur",2025-04-27T14:41:00.696269
panjibuwono city cluster casablanca tipe casa jardin,Rp 797.882.243,2,39,72,"Jl. Pertamina Jl. Raya Kedaung No.Raya, Kedung Pengawas, Babelan Babelan, Bekasi",2025-04-27T14:41:00.929975
bsd city - tanakayu jiva tipe 6,Rp 3.215.432.000,3,86,112,"Jl. BSD Boulevard Utara, Cijantra, Pagedangan, Tangerang",2025-04-27T14:41:01.227968
bukit podomoro jakarta tipe 7 art deco,Rp 5.000.000.000,4,180,105,"Jl. I Gusti Ngurah Rai No. 20, Klender, Duren Sawit, Jakarta Timur",2025-04-27T14:41:01.539960
hiera wynyard tipe 7,Rp 3.384.440.380,4,160,98,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:41:01.862237
tipe montez 412/240,Rp 13.190.749.000,4,412,240,"Lengkong Kulon, Pagedangan, Tangerang",2025-04-27T14:41:02.171937
terravia bsd city tipe adora primes,Rp 3.216.087.000,5,144,84,"Cijantra, Pagedangan, Tangerang",2025-04-27T14:41:02.542350
serpong heritage tipe 52/80,Rp 891.000.000,3,52,80,"Babakan, Setu, Tangerang Selatan",2025-04-27T14:41:02.839526
"dijual unit rumah mewah bergaya eropa klasik di pejaten, pasar minggu",Rp 3.400.000.000,5,240,99,"Jalan Pejaten Barat IV & Jalan Raya Pasar Minggu & Jalan Timbul, Pejaten Barat Kel., Pasar Minggu, Jakarta Selatan, 12510, Indonesia Pejaten, Jakarta Selatan",2025-04-27T14:41:03.139960
jual rumah di delatinos bsd serpong,Rp 1.670.000.000,2,75,112,"Delatinos BSD Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:41:03.446346
rumah minimalis modern murah di chintya summarecon bandung,Rp 1.600.000.000,3,72.0,90,"Gedebage, Bandung",2025-04-27T14:41:03.741512
di jual rumah perum griya permata alam karang ploso,Rp 675.000.000,3,85.0,122,"Karang Ploso, Malang",2025-04-27T14:41:04.032415
di jual rumah omaha village gading serpong,Rp 2.000.000.000,4,120,96,"Gading Serpong, Tangerang",2025-04-27T14:41:04.321882
jual rumah di gading serpong hoek depan kolam renang di thomson gs !,Rp 2.450.000.000,2,77,118,"Cluster Thomson Gading Serpong Gading Serpong, Tangerang",2025-04-27T14:41:04.628907
rumah cantik brand new baru serah terima harga terbaik,Rp 3.100.000.000,3,118,98,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:41:04.929935
jual rumah di vila dago pamulang dekat akses toll bsd dan ciputat,Rp 780.000.000,2,50,78,"Vila Dago Pamulang Pamulang, Tangerang Selatan",2025-04-27T14:41:05.223561
dijual rumah 3 lantai modern lokasi premium di utan kayu matraman,Rp 1.075.000.000,3,80,30,"Matraman, Jakarta Timur",2025-04-27T14:41:05.520821
"jual rumah cluster emerald phg, gading serpong, tangerang",Rp 4.900.000.000,3,192,200,"Cihuni, Tangerang",2025-04-27T14:41:05.794345
citra garden 6 fine home kalideres cluster favorite,Rp 8.200.000.000,5,400,160,"Citra Garden 6 Pegadungan, Jakarta Barat",2025-04-27T14:41:06.064295
rumah 1 lantai baru renov siap huni di jakarta timur.,Rp 1.800.000.000,4,150,120,"Condet, Jakarta Timur",2025-04-27T14:41:06.365942
rumah siap huni city view hadap timur dekat cibiru bandung,Rp 580.000.000,4,80,96,"Cibiru, Bandung",2025-04-27T14:41:06.692395
tropical villa retreat just steps from double six beach,Rp 8.764.000.000,2,249,247,"Seminyak, Badung",2025-04-27T14:41:06.984641
"leasehold - luxury villa with breathtaking views of majestic mountains in cemagi, bal",Rp 17.000.000.000,5,850,1000,"Level -, -/- Cemagi, Cemagi Cemagi, Badung",2025-04-27T14:41:07.279947
private pool eksclusif 5 menit bsd city super luxury matera residences,Rp 6.300.000.000,5,208,162,"Karawaci, Tangerang",2025-04-27T14:41:07.583555
rumah cantik 2 lantai berlokasi dekat taman merdeka depok,Rp 975.000.000,3,70,59,"Sukmajaya, Depok",2025-04-27T14:41:07.879962
"rumah dijual cepat di semarang, dekat gerbang tol manyaran",Rp 950.000.000,5,212,212,"ngaliyan semarang Ngaliyan, Semarang",2025-04-27T14:41:08.198511
dijual rumah hunian nyaman lokasi strategis & murah di graha raflesia,Rp 680.000.000,3,94,72,"Tangerang, Tangerang",2025-04-27T14:41:08.487876
"leasehold - luxury villa with breathtaking views of majestic mountains in cemagi, bal",Rp 17.000.000.000,5,850,1000,"Level -, -/- Cemagi, Cemagi Cemagi, Badung",2025-04-27T14:41:19.962263
jual rumah di vila dago pamulang dekat akses toll bsd dan ciputat,Rp 780.000.000,2,50,78,"Vila Dago Pamulang Pamulang, Tangerang Selatan",2025-04-27T14:41:20.121864
dijual rumah kos di area kampus malang,Rp 2.400.000.000,18,303,98,"Lowokwaru, Malang",2025-04-27T14:41:20.290166
dijual cepat murah rumah 2 lantai di rawa kepa tomang jakarta barat,Rp 2.500.000.000,3,240,136,"Tomang, Jakarta Barat",2025-04-27T14:41:20.502838
jual rumah gratis tanah 50 jt masih kembalian,Rp 84.800.000.000,4,500,1696,"Matraman, Jakarta Timur",2025-04-27T14:41:20.645954
cluster emory tipe akasia eka – parkland podomoro karawang,Rp 1.490.000.000,2,82,78,"Jl. Podomoro, Wadas, Karawang Barat, Karawang",2025-04-27T14:41:20.806514
"dijual rumah bu di jl talas, pondok cabe,",Rp 11.000.000.000,5,450,1225,"Jl. Talas, Cirendeu Cirendeu, Tangerang Selatan",2025-04-27T14:41:20.961013
rumah agung permai raya sunter dekat hermina lama dijual,Rp 8.500.000.000,4,320,216,"Agung Permai Sunter, Jakarta Utara",2025-04-27T14:41:21.134691
"rumah dijual cepat di semarang, dekat gerbang tol manyaran",Rp 950.000.000,5,212,212,"ngaliyan semarang Ngaliyan, Semarang",2025-04-27T14:41:21.278526
cluster brahmapuri at podomoro park bandung,Rp 4.000.000.000,4,147,140,"Terusan Buah Batu, Buahbatu, Bandung",2025-04-27T14:41:21.402393
rumah elite bu segera + furniture di araya dekat kampus binus,Rp 1.350.000.000,2,145,98,"Blimbing, Malang",2025-04-27T14:41:21.545708
dijual rumah hunian nyaman lokasi strategis & murah di graha raflesia,Rp 680.000.000,3,94,72,"Tangerang, Tangerang",2025-04-27T14:41:21.800747
rumah siap huni dp 0% lokasi 10 menit ke stasiun depok,Rp 651.000.000,2,42,66,"Pasar Minggu, Jakarta Selatan",2025-04-27T14:41:22.038450
butuh uang dijual rumah bogor sentul city 2 lt cluster taman udayana,Rp 1.100.000.000,3,120,90,"Jalan Taman Udayana I, Bojong Koneng Kel., Babakan Madang, Bogor Kabupaten, 16865, Indonesia Bogor Tengah - Kota, Bogor",2025-04-27T14:41:22.321591
townhouse 2 lt 3kt 400 jutaan di depok,Rp 495.000.000,3,52,66,"Sawangan, Depok",2025-04-27T14:41:22.585798
hunian 2lantai mewah tanpa dp lokasi depok kota,Rp 1.075.000.000,3,80,77,"Sukmajaya, Depok",2025-04-27T14:41:22.850961
rumah siap huni dp 0% lokasi 10 menit ke stasiun depok,Rp 1.200.000.000,3,95,70,"Cilandak, Jakarta Selatan",2025-04-27T14:41:23.132550
"hunian minimalis dekat exit tol tempel sleman yogya, unit terbatas",Rp 250.000.000,2,40,88,"Jalan Tempel-Gendol, Tempel, Sleman, 55552, Indonesia Tempel, Sleman",2025-04-27T14:41:23.443757
villa di komplek istana prima residence ( katamso ),Rp 2.950.000.000,3,284,99,"Jalan Brigjen Katamso, Medan, Indonesia Medan Maimun, Medan",2025-04-27T14:41:23.646106
rumah dijual symphonia gading serpong,Rp 2.300.000.000,4,90,84,"Gading Serpong, Tangerang",2025-04-27T14:41:23.855067
shila at sawangan cluster tilia terrace plus,Rp 1.627.401.000,3,79,113,"Jl. Golf No.7, RT.4/RW.7, Sawangan Lama Sawangan, Depok",2025-04-27T14:41:23.992221
paradise serpong city 2 - ecospace tipe skye,Rp 1.445.000.000,3,85,85,"Jl. Atma Asnawi Gunung Sindur, Bogor",2025-04-27T14:41:24.195967
blossom park tipe azalea,Rp 919.000.000,3,75,84,"Jl. Serpong-Parung, Cibinong, Gunung Sindur, Bogor",2025-04-27T14:41:24.338079
cluster agra tipe azami at suvarna sutera,Rp 1.518.650.000,3,98,105,"Jl. Agra 1 Suvarna Sutera, Sindang Jaya, Pasar Kemis, Tangerang",2025-04-27T14:41:24.654185
cluster emory tipe akasia eka – parkland podomoro karawang,Rp 1.490.000.000,2,82,78,"Jl. Podomoro, Wadas, Karawang Barat, Karawang",2025-04-27T14:41:24.868529
cluster alamanda tipe 45 – samesta parayasa,Rp 617.000.000,2,45,152,"Jl. Raya Salimah, Lumpang, Parung Panjang, Bogor",2025-04-27T14:41:25.154761
cluster nashville tipe 220,Rp 3.552.868.000,4,220,190,"Ciangsana Gunung Putri, Bogor",2025-04-27T14:41:25.440629
shila at sawangan cluster tilia courtyard plus,Rp 2.348.400.000,3,109,140,"Jl. Golf No.7, RT.4/RW.7, Sawangan Lama Sawangan, Depok",2025-04-27T14:41:25.707482
citra garden bintaro cluster alstonia tipe calliandra,Rp 2.506.288.000,3,110,84,"Jl. Merpati Raya No.53A, Sawah Baru, Ciputat, Tangerang Selatan",2025-04-27T14:41:25.984610
cluster evergreen tipe valerian tri – parkland podomoro karawang,Rp 2.720.000.000,3,142,120,"Jl. Podomoro, Wadas, Karawang Barat, Karawang",2025-04-27T14:41:26.146077
cluster new bougenville tipe 36 – samesta parayasa,Rp 436.000.000,2,36,72,"Jl. Raya Salimah, Lumpang, Parung Panjang, Bogor",2025-04-27T14:41:37.879911
cluster anggapati residence tipe anggapati – kota baru parahyangan,Rp 4.900.000.000,4,199,209,"Jl. Panyawangan Jl. Parahyangan Raya No.6, Kertajaya, Padalarang, West Bandung",2025-04-27T14:41:38.155336
panorama terrace tipe b,Rp 3.020.000.000,5,160,93,"Jl. H. Kuling, Petukangan Utara, Pesanggrahan, Jakarta Selatan",2025-04-27T14:41:38.391353
latinos business district tipe 91,Rp 2.082.230.000,2,91,50,"Jl. Raya Rawa Buntu, Rawa Buntu, Serpong, Tangerang Selatan",2025-04-27T14:41:38.658083
puri 11 heritage tipe the 7 std - 2fl,Rp 3.142.954.382,3,104,88,"Jl. Sandong No.31, RT.004/RW.001, Pd. Pucung, Karang Tengah, Tangerang",2025-04-27T14:41:38.958050
graha arraya tipe sakura,Rp 188.000.000,2,27,60,"Girimulya, Cibungbulang, Bogor",2025-04-27T14:41:39.493159
cluster mandapa tipe premium boulevard,Rp 1.262.222.910,3,58,84,"Jl. Raya Pisangan, Satriamekar Tambun Utara, Bekasi",2025-04-27T14:41:39.811920
cluster ivory tipe 7x12 – metland transyogi cibubur,Rp 1.503.500.000,3,77,84,"Jl. Metro Raya No 99, Desa Cileungsi Kidul, Cileungsi, Bogor",2025-04-27T14:41:40.026544
kota podomoro tenjo tipe premium 40,Rp 470.305.000,2,40,119,"Jl. Terusan St., Tigakarsa Tenjo, Bogor",2025-04-27T14:41:40.308908
cluster avilla nova tipe prime – samanea hill,Rp 1.080.000.000,3,60,143,"Jl. Sudamanik, Jagabaya, Parung Panjang, Bogor",2025-04-27T14:41:40.613725
bio district bsd tipe b,Rp 1.981.689.189,3,92,72,"Jl. Raya Serpong, Cilenggang, Serpong, Tangerang Selatan",2025-04-27T14:41:40.914379
serpong heritage tipe 52/73,Rp 840.000.000,3,52,73,"Babakan, Setu, Tangerang Selatan",2025-04-27T14:41:41.213254
kota podomoro tenjo tipe deluxe 27,Rp 183.000.000,2,27,60,"Jl. Terusan St., Tigakarsa Tenjo, Bogor",2025-04-27T14:41:41.517942
grand wisata - z living tipe modern,Rp 1.815.416.799,3,88,77,"Jl. Kw. Grand Wisata, RT.006/RW.016, Mustika Jaya Mustika Jaya, Bekasi",2025-04-27T14:41:41.813802
"jual murah rumah 2lantai di taman rempoa indah, tangerang selatan.",Rp 2.980.000.000,4,300.0,209,"Rempoa, Tangerang Selatan",2025-04-27T14:41:42.198008
rumah baru di wonorejo selatan rungkut merr,Rp 875.000.000,3,58,100,"Rungkut, Surabaya",2025-04-27T14:41:42.492302
permata mutiara maja tipe lavender,Rp 236.300.000,2,27,60,"Maja, Lebak",2025-04-27T14:41:42.800053
termurah rumah di cluster manhattan mutiara gading city bekasi,Rp 490.000.000,2,50,60,"Babelan, Bekasi",2025-04-27T14:41:43.103507
rumah murah 12 menit lrt cibubur & 8 menit tol cimanggis promo dp 0,Rp 585.000.000,2,36,60,"cimanggis, depok Cimanggis, Depok",2025-04-27T14:41:43.393304
kota podomoro tenjo - cluster damar tipe 40,Rp 625.220.000,2,40,119,"Jl. Terusan St., Tigakarsa Tenjo, Bogor",2025-04-27T14:41:43.699063
unit ready rumah bagus 2 lantai bandulan kota malang,Rp 455.000.000,2,55,72,"Bandulan, Malang",2025-04-27T14:41:43.982807
rumah 1 lantai 3 kamar tidur 400 jutaan dekat stasiun tambun,Rp 485.000.000,3,45,72,"Tambun Selatan, Bekasi",2025-04-27T14:41:44.290549
cluster sadyagriya at podomoro park bandung,Rp 1.600.000.000,2,73,90,"Terusan Buah Batu, Buahbatu, Bandung",2025-04-27T14:41:44.587711
cluster anggapati residence tipe anggapati – kota baru parahyangan,Rp 4.900.000.000,4,199,209,"Jl. Panyawangan Jl. Parahyangan Raya No.6, Kertajaya, Padalarang, West Bandung",2025-04-27T14:41:44.832956
perumahan pasuruan subsidi viral terlaris bangunan mewah,Rp 166.000.000,2,27,66,"SDN Pekoren I Rembang, Pasuruan",2025-04-27T14:41:45.122858
rumah 1 lantai design skandinavia dekat dengan cileungsi dan jonggol,Rp 463.000.000,2,36,72,"Klapanunggal, Bogor",2025-04-27T14:41:45.433202
rumah bagus 2 lt harga turun di baturan colomadu,Rp 999.000.000,3,170,96,"Baturan, Karanganyar",2025-04-27T14:41:45.684753
rumah 1.5 lantai bebas banjir di pondok ungu permai,Rp 675.000.000,3,115,90,"Bekasi Utara, Bekasi",2025-04-27T14:41:45.939358
rumah cantik full renovasi siap huni lokasi favorite,Rp 4.600.000.000,3,200,180,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:41:46.224760
dijual rumah bagus siap huni di bintaro sektor 9,Rp 5.000.000.000,4,390,212,"Bintaro, Tangerang Selatan",2025-04-27T14:41:46.527103
rumah hook siap huni di taman laguna cibubur,Rp 4.500.000.000,4,124,319,"Cibubur, Jakarta Timur",2025-04-27T14:41:57.739613
rumah mewah 2 lt ready di town house solo kota,Rp 1.150.000.000,3,130,97,"Banjarsari, Solo",2025-04-27T14:41:58.034436
rumah cluster zebrina 148m 4kt jgc jakarta garden city cakung,Rp 2.500.000.000,4,180,148,"Cakung Timur, Jakarta Timur",2025-04-27T14:41:58.356033
rumah cantik full renovasi siap huni lokasi favorite,Rp 4.600.000.000,3,200,180,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:41:58.858682
dijual rumah bagus siap huni di bintaro sektor 9,Rp 5.000.000.000,4,390,212,"Bintaro, Tangerang Selatan",2025-04-27T14:41:59.169683
rumah minimalis di pejaten timur semi furnished nego langsung owner,Rp 2.500.000.000,3,110,84,"Pasar Minggu, Jakarta Selatan",2025-04-27T14:41:59.486400
stunning three-bedroom villa in the heart of umalas,Rp 4.500.000.000,3,290,303,"Umalas, Badung",2025-04-27T14:41:59.782520
panorama terrace tipe a,Rp 4.410.000.000,5,180,146,"Jl. H. Kuling, Petukangan Utara, Pesanggrahan, Jakarta Selatan",2025-04-27T14:42:00.075072
perumahan pasuruan subsidi viral terlaris bangunan mewah,Rp 166.000.000,2,27,66,"SDN Pekoren I Rembang, Pasuruan",2025-04-27T14:42:00.380644
di jual rumah cantik siap huni kuldesak. kota wisata cibubur.,Rp 2.799.000.000,4,200,180,"Kota Wisata, Jakarta Timur",2025-04-27T14:42:00.665406
"jual rumah cantik cluster greenwood,strategis dkt pintu tol pamulang",Rp 1.360.000.000,3,96,112,"Greenwoods pamulang 8, Jl. Dr setiabudi Pamulang Barat, Tangerang Selatan",2025-04-27T14:42:00.955036
dijual rumah di daerah sako kota palembang - sinar sako residence,Rp 750.000.000,2,52,52,"Jl. Sako Raya Lrg Damai 2, Sako Baru, Kec. Sako, Kota Palembang, Sumatera Selatan 30163 Sako, Palembang",2025-04-27T14:42:01.342436
dijual rumah 3.5 lantai tb simatupang jaksel,Rp 1.750.000.000,3,84,33,"Jl. Swadaya II Tanjung Barat, Jakarta Selatan",2025-04-27T14:42:01.643795
rumah bagus siap huni di discovery bintaro jaya -kn,Rp 2.950.000.000,3,120,104,"Bintaro, Tangerang Selatan",2025-04-27T14:42:01.934094
prime area townhouse dekat gandaria city & pondok indah,Rp 3.800.000.000,3,140,133,"Jalan Arteri Pondok Indah, Kebayoran Lama, Jakarta Selatan, Indonesia Kebayoran Lama, Jakarta Selatan",2025-04-27T14:42:02.233879
dijual murah rumah bagus di cempaka putih tengah jakarta pusat,Rp 14.000.000.000,8,529,516,"Cempaka Putih, Jakarta Pusat",2025-04-27T14:42:02.547209
di jual rumah siap huni di cipinang elok jakarta timur,Rp 460.000.000,2,22,44,"Cipinang Muara, Jakarta Timur",2025-04-27T14:42:02.831924
rumah plus kost aktif lt 419m² dekat akfis,Rp 2.000.000.000,7,220,419,"Tohudan, Karanganyar",2025-04-27T14:42:03.130534
rumah premiun di royal batavia,Rp 500.000.000,2,48,60,"Rajeg, Tangerang",2025-04-27T14:42:03.425377
jual rumah di kencana loka bsd serpong,Rp 2.650.000.000,4,135,200,"Kencana Loka BSD Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:42:03.734549
rumah secondary bagus dan terawat di malaka cipayung jakarta timur,Rp 1.600.000.000,4,150,88,"Cipayung Cipayung, Jakarta Timur",2025-04-27T14:42:04.032867
rumah cantik sudah renov cluster favorit di kota wisata cibubur,Rp 1.600.000.000,4,120,112,"Perumahan Kota Wisata, Bogor Kabupaten, 16968, Indonesia Cibubur, Jakarta Timur",2025-04-27T14:42:04.340401
jual di cluster kireina park nusaloka bsd serpong,Rp 1.800.000.000,3,85,105,"Kireina Park Nusaloka Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:42:04.633628
dijual rumah murah lokasi dekat dengan setu cilodong,Rp 400.000.000,1,48,72,"Cilodong Cilodong, Depok",2025-04-27T14:42:04.930960
cluster nashville tipe 166,Rp 2.654.647.000,4,166,153,"Ciangsana Gunung Putri, Bogor",2025-04-27T14:42:05.232634
premier promenade tipe lavender,Rp 2.988.000.000,4,140,140,"Jl. Raya Keadilan No.76, Rangkapan Jaya Baru, Pancoran Mas, Depok",2025-04-27T14:42:05.528896
casa de kalma tipe 84,Rp 986.000.000,2,84,52,"Jl. Jembatan Biru, Jl. H. Suaib No.30, Krukut, Depok",2025-04-27T14:42:05.817990
bsd city - cluster vasya tanakayu tipe 137,Rp 3.499.041.000,3,137,84,"Jl. Lkr. Bumi Botanika Utara, Lengkong Kulon, Pagedangan, Tangerang",2025-04-27T14:42:06.120589
ana rumah gandeng uk 8x19m di komp kavling polri jelambar,Rp 6.800.000.000,10,448,152,"Jelambar, Jakarta Barat",2025-04-27T14:42:06.394806
dijual rumah fully furnished mediternia boulevard pantai indah kapuk,Rp 9.500.000.000,5,450,270,"Pantai Indah Kapuk, Jakarta Utara",2025-04-27T14:42:06.693081
rumah baru kpr tanpa dp disamping gading serpong bsd karawaci,Rp 280.000.000,2,36,60,"Kelapa Indah, Tangerang",2025-04-27T14:42:17.837902
rumah kost dekat kampus ternama kota malang,Rp 1.800.000.000,12,208,98,"Lowokwaru, Malang",2025-04-27T14:42:18.132199
ana rumah gandeng uk 8x19m di komp kavling polri jelambar,Rp 6.800.000.000,10,448,152,"Jelambar, Jakarta Barat",2025-04-27T14:42:18.436663
di jual rumah cantik siap huni kuldesak. kota wisata cibubur.,Rp 2.799.000.000,4,200,180,"Kota Wisata, Jakarta Timur",2025-04-27T14:42:18.770260
"jual rumah cantik cluster greenwood,strategis dkt pintu tol pamulang",Rp 1.360.000.000,3,96,112,"Greenwoods pamulang 8, Jl. Dr setiabudi Pamulang Barat, Tangerang Selatan",2025-04-27T14:42:19.093238
rumah cantik sudah renov cluster favorit di kota wisata cibubur,Rp 1.600.000.000,4,120,112,"Perumahan Kota Wisata, Bogor Kabupaten, 16968, Indonesia Cibubur, Jakarta Timur",2025-04-27T14:42:19.399550
jual di cluster kireina park nusaloka bsd serpong,Rp 1.800.000.000,3,85,105,"Kireina Park Nusaloka Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:42:19.702345
dijual rumah murah lokasi dekat dengan setu cilodong,Rp 400.000.000,1,48,72,"Cilodong Cilodong, Depok",2025-04-27T14:42:19.992084
dijual rumah di daerah sako kota palembang - sinar sako residence,Rp 750.000.000,2,52,52,"Jl. Sako Raya Lrg Damai 2, Sako Baru, Kec. Sako, Kota Palembang, Sumatera Selatan 30163 Sako, Palembang",2025-04-27T14:42:20.284930
