Title,Price,Bedrooms,Living Size(m²),Land Size(m²),Location,Timestamp
rumah 2 lantai di kota bogor siap huni gratis semua biaya view gunung,1000000000.0,3,110.0,88.0,Bogor,2025-04-27T14:30:08.152628
rumah cantik di cibinong dinding bata merah gratis semua biaya biaya,777000000.0,3,80.0,70.0,Bogor,2025-04-27T14:30:08.398359
dijual cepat rumah siap huni cluster cinere green valley,1050000000.0,2,72.0,90.0,Selatan,2025-04-27T14:30:08.527981
cash/kpr rumah kokoh akses jalan 2 mobil 10 menit stasiun citayam,350000000.0,2,42.0,66.0,Depok,2025-04-27T14:30:08.812609
dijual rumah mewah golf terrace bsd tangerang,25000000000.0,7,1.0,782.0,Tangerang Selatan,2025-04-27T14:30:09.115383
"jual rumah murah dibendungan hilir, cocok untuk tinggal/ bangun kost2n",3900000000.0,3,150.0,107.0,Jakarta Selatan,2025-04-27T14:30:09.245351
di jual rumah di pondok kelapa jakarta timur,2500000000.0,4,186.0,127.0,Jakarta Timur,2025-04-27T14:30:09.362735
di jual rumah mewah 2 lantai dekat living world mall denpasar,3950000000.0,3,125.0,100.0,Denpasar,2025-04-27T14:30:09.485146
di jual rumah baru di pondok kelapa,2500000000.0,4,257.0,127.0,Jakarta Timur,2025-04-27T14:30:09.727387
di jual rumah ada kolam renang di rawamangun,5500000000.0,6,250.0,150.0,Jakarta Timur,2025-04-27T14:30:09.845616
rumah di jual tengah kota minimalis siap huni full furnis tengah kota,640000000.0,2,90.0,156.0,Palembang,2025-04-27T14:30:09.977878
tipe 55 m2/ tanah : 81 m2. 760 jt. st. depok baru. dekat jaksel,760000000.0,2,55.0,81.0,Depok,2025-04-27T14:30:10.089879
elyon eonna bsd city,4719000000.0,4,189.0,129.0,Tangerang Selatan,2025-04-27T14:30:10.201277
maja taphala - villa paling premium di sanur bali,3700000000.0,2,114.0,125.0,Denpasar,2025-04-27T14:30:10.377256
jual rumah milenial setraduta setra duta dekat tol pasteur bandung,2400000000.0,3,225.0,76.0,Bandung,2025-04-27T14:30:10.591534
last unit villa mediteranian siap huni juni 2025,3198000000.0,3,143.0,158.0,Badung,2025-04-27T14:30:10.885669
dijual rumah mewah di elyon by eonna bsd city free dp & 5 menit ke tol,5280415220.0,4,189.0,128.0,Tangerang Selatan,2025-04-27T14:30:11.140198
harga tanah saja bangunan gratis rumah mewah hook green garden jakarta,12000000000.0,7,500.0,600.0,Jakarta Barat,2025-04-27T14:30:11.414100
villa paling murah di pecatu uluwatu bali,1930000000.0,2,70.0,124.0,Badung,2025-04-27T14:30:11.675979
rumah eksklusif cosmo park di atas mall thamrin city townhouse modern,3900000000.0,3,270.0,136.0,Jakarta Pusat,2025-04-27T14:30:11.790346
villa 3 kamar siap huni di kawasan favorit seminyak,7950000000.0,3,250.0,287.0,Badung,2025-04-27T14:30:11.885896
rumah 3 lantai furnished di cluster sheffield greenwich bsd,5500000000.0,5,400.0,180.0,Tangerang Selatan,2025-04-27T14:30:12.013401
santana tropicos - villa cantik di pecatu uluwatu bali,3200000000.0,2,158.0,141.0,Badung,2025-04-27T14:30:12.141925
dijual rumah full furnish 2 lantai di yogyakarta dekat malioboro,2400000000.0,4,135.0,109.0,Yogyakarta,2025-04-27T14:30:12.308010
rumah mewah deket mall the park sawangan,3800000000.0,4,197.0,128.0,Depok,2025-04-27T14:30:12.529341
dijual rumah di sentul jual modal 2020 bu shm bisa kpr,1600000000.0,3,90.0,105.0,Bogor,2025-04-27T14:30:12.757065
rumah 2 lantai 3 kamar tidur cluster mizumi cicilan 2 jutaan,768000000.0,3,47.0,60.0,Bekasi,2025-04-27T14:30:12.851835
rumah mewah 3 lantai 9x18m bsd city,6319400000.0,5,265.0,162.0,Tangerang,2025-04-27T14:30:13.035110
villa mewah view sawah sunset di jln utama canggu,20000000000.0,3,850.0,1267.0,Badung,2025-04-27T14:30:13.220401
dijual rumah 2 lantai di matraman jakarta timur,1200000000.0,3,78.0,53.0,Jakarta Timur,2025-04-27T14:30:13.473271
"tipe 64 m2/ tanah : 86 m2. 780 juta shm, 15 menit stasiun depok baru",780000000.0,2,64.0,86.0,Depok,2025-04-27T14:30:21.828028
kapan lagi dg cukup 1 juta aja udah bisa dapat townhouse ini !!!!,640000000.0,2,56.0,62.0,Depok,2025-04-27T14:30:22.042140
“rumah pertamamu ada di sini!townhouse klasik modern strategis & mewah,642000000.0,2,45.0,62.0,Bogor,2025-04-27T14:30:22.160795
dijual rumah mewah 2 lantai di cempaka putih jakarta pusat,1500000000.0,3,83.0,47.0,Jakarta Pusat,2025-04-27T14:30:22.259594
dijual rumah di jl. camar sektor 3 bintaro tangsel kawasan premium,6000000000.0,8,360.0,360.0,Tangerang Selatan,2025-04-27T14:30:22.378176
rumah minimalis japandi dekat bintaro sektor 4,1399000000.0,4,104.0,72.0,Tangerang Selatan,2025-04-27T14:30:22.479313
"rumah siap huni 2 lt, hoek, furnished shm bintaro (vigules) cl 442",3100000000.0,4,299.0,265.0,Tangerang Selatan,2025-04-27T14:30:22.598256
rumah lebar 8 bebas banjir,985000000.0,3,70.0,165.0,Makassar,2025-04-27T14:30:22.711043
cuma ada 11 unit rumah murah di bogor kota,285000000.0,2,40.0,60.0,Bogor,2025-04-27T14:30:22.827666
di jual rumah redy siap huni shm dekat jakarta internasional stadion,477120000.0,2,43.0,22.0,Jakarta Utara,2025-04-27T14:30:22.928308
"rumah tinggal 201 m2 perum kembang larangan , kota tangerang, banten",1500000000.0,4,147.0,201.0,Tangerang,2025-04-27T14:30:23.027658
dijual harga rumah dibawah pasaran lokasi premium sangat strategis,3500000000.0,4,186.0,221.0,Bekasi,2025-04-27T14:30:23.160512
"dijual rumah 2 lantai, lebar 7, bebas banjir",1090000000.0,4,69.0,164.0,Makassar,2025-04-27T14:30:23.270899
townhouse 1 lantai strategis pinggir aspal cocok usaha & kantor,1250000000.0,1,160.0,213.0,Palembang,2025-04-27T14:30:23.384634
jual cepat murah taman kopo katapang full renov minimalis dkt tol soro,925000000.0,3,90.0,112.0,Bandung,2025-04-27T14:30:23.481034
"jual cepat tp perantara the address dkt citra gran, raffles cibubur",1100000000.0,3,135.0,90.0,Depok,2025-04-27T14:30:23.600226
dijual termurah rumah 2 lantai di kebayoran arteri pondok indah jaksel,5750000000.0,6,300.0,250.0,Jakarta Selatan,2025-04-27T14:30:23.700877
rumah villa di kota batu dekat wisata vila dijual cepat bu butuh uang,2499000000.0,5,162.0,228.0,Batu,2025-04-27T14:30:23.806900
dijual rumah royal estate podo type platinum 230 dan type diamond 150,3888888800.0,3,230.0,180.0,Pekalongan,2025-04-27T14:30:23.909832
"dijual rumah mewah 2 lantai di komplek palem kartika cipayung, jaktim",8500000000.0,4,400.0,500.0,Jakarta Timur,2025-04-27T14:30:24.115813
rumah lama butuh renovasi di menteng jakarta pusat,135000000000.0,6,1000.0,1522.0,Jakarta Pusat,2025-04-27T14:30:24.212701
villa sea view luxury goa gong tiara nusa bali,12000000000.0,6,650.0,550.0,Badung,2025-04-27T14:30:24.328705
dijual rumah cluster amalfi gading serpong 5menit ke bsd,4500000000.0,4,198.0,160.0,Tangerang,2025-04-27T14:30:24.429445
dijual rumah 2 lantai siap huni di pesona resident di jakarta selat,2700000000.0,3,157.0,103.0,Jakarta Selatan,2025-04-27T14:30:24.545524
jual rumah 2lt full furnished siap huni lokasi cipete jakarta selatan,10800000000.0,4,260.0,230.0,Jakarta Selatan,2025-04-27T14:30:24.663182
"presale st tavia 5 villa, gaya santorini dekat pantai melasti",2800000000.0,2,170.0,205.0,Badung,2025-04-27T14:30:24.777655
400jt an‼️rumah baru gress bluru sidoarjo,475000000.0,2,37.0,66.0,Sidoarjo,2025-04-27T14:30:24.891911
dijual rumah siap huni cluster griya cempaka arum gedebage berkembang,575000000.0,2,68.0,84.0,Bandung,2025-04-27T14:30:25.013191
rumah tanah luas palagan 250 m² lantai 1,1750000000.0,4,150.0,257.0,Sleman,2025-04-27T14:30:25.139795
rumah sapphire pondok hijau golf gading serpong 2 lantai swimming pool,4800000000.0,4,256.0,200.0,Tangerang,2025-04-27T14:30:25.242798
dijual rumah 2 lantai lokasi strategis di jagakarsa jakarta selatan,3700000000.0,3,198.0,154.0,Jakarta Selatan,2025-04-27T14:30:36.145976
dijual rumah 2 lantai harga murah bagus dan siap huni lokasi colomadu,450000000.0,2,120.0,105.0,Karanganyar,2025-04-27T14:30:36.409937
di jual rumah di rawamangun jakarta timur,2500000000.0,4,208.0,98.0,Jakarta Timur,2025-04-27T14:30:36.659186
dijual rumah 3 lantai cluster whelford green wich bsd,2800000000.0,3,151.0,84.0,Tangerang Selatan,2025-04-27T14:30:36.926197
rumah baru di villa melati mas serpong 10 menit ke bsd,1850000000.0,3,145.0,100.0,Tangerang Selatan,2025-04-27T14:30:37.128226
dijual rumah baru cluster sutera cemara alam sutera,7200000000.0,4,330.0,240.0,Tangerang Selatan,2025-04-27T14:30:37.242530
dijual rumah premium elyon di bsd city,6282000000.0,5,265.0,162.0,Tangerang Selatan,2025-04-27T14:30:37.359110
for sale rumah mewah dalam townhouse jagakarsa jakarta selatan,2900000000.0,4,220.0,98.0,Jakarta Selatan,2025-04-27T14:30:37.459476
luxury villa colonial modern canggu bali dijual atau disewa,7000000000.0,3,300.0,250.0,Badung,2025-04-27T14:30:37.754115
"rumah selangkah ke tol tanpa macet, 300 meter dari pintu tol pamulang",1666000000.0,4,77.0,71.0,Tangerang Selatan,2025-04-27T14:30:38.060966
pasadena village paramount,5679100000.0,4,237.0,152.0,Tangerang,2025-04-27T14:30:38.337562
hanya 5 menit dari tol legok dan stasiun krl cluster keren di bsd city,600000000.0,2,31.0,50.0,Tangerang Selatan,2025-04-27T14:30:38.609081
"dijual rumah modern siap huni di bsd city terranea homes 2,5 jt all in",544178029.0,2,31.0,50.0,Tangerang,2025-04-27T14:30:38.902168
hanya 5 menit dari tol legok dan stasiun krl cluster mewah di bsd city,2510000000.0,4,126.0,98.0,Tangerang Selatan,2025-04-27T14:30:39.156271
dijual rumah mewah siap huni di cendana residence 2 bsd city free dp,700000000.0,2,36.0,66.0,Tangerang Selatan,2025-04-27T14:30:39.441833
rumah 3 lt lantai marmer dekat toll bsd cuma 3 m an bisa dp 0 persen,4778000000.0,3,205.0,144.0,Tangerang Selatan,2025-04-27T14:30:39.731157
dijual rumah mewah 3 lantai elyon by eonna bsd city seberang eastvara,5200000000.0,4,189.0,128.0,Tangerang,2025-04-27T14:30:40.038351
rumah murah siap huni utj 1 jt dp 0 free semua biaya2 selatan surabaya,500000000.0,2,40.0,90.0,Sidoarjo,2025-04-27T14:30:40.318947
dijual rumah shm murah full renovasi citra garden 2 jakarta barat,4800000000.0,5,122.0,210.0,Jakarta Barat,2025-04-27T14:30:40.612127
hanya 5 menit dari tol bsd dan stasiun krl cluster mewah di bsd city,790000000.0,2,36.0,66.0,Tangerang,2025-04-27T14:30:40.827847
dijual rumah 1 lantai di terranea homes bsd city dekat tol & stasiun,722000000.0,2,36.0,60.0,Tangerang Selatan,2025-04-27T14:30:40.933334
"dijual rumah mewah siap huni di terranea homes bsd city 2,5 jt all in",700000000.0,2,36.0,60.0,Tangerang,2025-04-27T14:30:41.030952
cuma selangkah ke eastvara elyon by eonna bsd city sinarmas land mewah,4750000000.0,4,189.0,128.0,Tangerang Selatan,2025-04-27T14:30:41.130314
dijual rumah 2 lantai di giantara serpong city bsd dekat tol & stasiun,2531000000.0,4,126.0,98.0,Tangerang Selatan,2025-04-27T14:30:41.241025
"best value! eks menteri, garden house mewah dan modern di pondok indah",35800000000.0,4,460.0,426.0,Jakarta Selatan,2025-04-27T14:30:41.335688
hanya 5 menit dari tol bsd dan stasiun krl cluster mewah di bsd city,646500000.0,2,36.0,60.0,Tangerang Selatan,2025-04-27T14:30:41.447887
dijual rumah dekat bsd view danau,400000000.0,2,30.0,60.0,Bogor,2025-04-27T14:30:41.560945
dijual rumah mewah siap huni di giantara serpong city bsd free dp dll,2500000000.0,4,126.0,98.0,Tangerang,2025-04-27T14:30:41.705639
jual rumah 1 lantai di cendana residence 2 ciater bsd dekat tol & krl,796550000.0,2,36.0,66.0,Tangerang Selatan,2025-04-27T14:30:41.995294
dijual rumah 1 lantai di bsd city terranea homes dekat tol dan stasiun,613778188.0,2,31.0,50.0,Tangerang Selatan,2025-04-27T14:30:42.191055
rumah mewah fully furnish 2 lantai siap huni di pemogan dempasar,1850000000.0,4,200.0,100.0,Denpasar,2025-04-27T14:30:50.526971
rumah murah di lokasi terbaik jarang ada turangga lengkong bandung,3600000000.0,4,200.0,283.0,Bandung,2025-04-27T14:30:50.821980
rumah baru di jakarta barat dekat toll lalu rumah sakit juga pasar,2593000000.0,4,130.0,66.0,Jakarta Barat,2025-04-27T14:30:51.176642
jual cepat rumah 2 lantai full renovasi dlm cluster jagakarsa jaksel,1850000000.0,4,180.0,116.0,Jakarta Selatan,2025-04-27T14:30:51.441577
dijual cepat rumah greenwich whelford bsd serpong strategis,1900000000.0,4,120.0,60.0,Tangerang,2025-04-27T14:30:51.677725
"leasehold - modern tropical living in kaba-kaba, tabanan - stylish 3-bedroom villa with private pool",4400000000.0,3,240.0,400.0,Tabanan,2025-04-27T14:30:51.969165
rumah lippo central karawaci lingkungan sangat asri dekat uph,4300000000.0,4,190.0,160.0,Tangerang,2025-04-27T14:30:52.278278
rumah cluster di bekasi dekat tempat wisata,600000000.0,2,36.0,72.0,Bekasi,2025-04-27T14:30:52.503288
turun harga termurah 1 cluster baroni gading serpong 7x12 full furnish,2275000000.0,3,101.0,84.0,Tangerang,2025-04-27T14:30:52.720444
dijual rumah luas plus kontrakan lokasi strategis dekat toll,4500000000.0,3,500.0,714.0,Jakarta Timur,2025-04-27T14:30:53.028738
jual rugi termurah 1 cluster edison gading serpong 8x15 full furnished,2450000000.0,4,128.0,120.0,Tangerang,2025-04-27T14:30:53.289284
baru gress harga turun rumah minimalis ketintang surabaya selatan,2100000000.0,3,170.0,104.0,Surabaya,2025-04-27T14:30:53.546009
rumah hook full furnish cluster rossini shymphonia gading serpong,3600000000.0,3,177.0,103.0,Tangerang,2025-04-27T14:30:53.818560
jual kos kost kosan kostan 24 kamar di karawang barat,5500000000.0,24,360.0,240.0,Karawang,2025-04-27T14:30:54.107814
jual cepat rumah murah the icon bsd 2 lantai semi furnished,2300000000.0,3,100.0,112.0,Tangerang Selatan,2025-04-27T14:30:54.375100
hunian asri bergaya villa di reka village- dekat surabaya & suramadu,290000000.0,2,40.0,60.0,Bangkalan,2025-04-27T14:30:54.670374
cluster armont residence di bsd city harga mulai 9 miliaran,9600000000.0,6,380.0,2.0,Tangerang Selatan,2025-04-27T14:30:54.859756
rumah dijual 3 lantai strategis dekat mall green pramuka jakarta pusat,1270000000.0,3,80.0,41.0,Jakarta Pusat,2025-04-27T14:30:55.140035
rumah mewah pik1 uk10x30 view danau strategis dekat tol,14500000000.0,4,600.0,300.0,Jakarta Utara,2025-04-27T14:30:55.410073
dijual rumah idaman di taman rivera regency di surabaya,3300000000.0,3,80.0,192.0,Surabaya,2025-04-27T14:30:55.707115
murah pisan rumah dibawah njop pusat kota area dago bandung,6900000000.0,8,200.0,615.0,Bandung,2025-04-27T14:30:55.990310
186. dijual cepat kontrakan 12 pintu + 1 rumah siap huni di ulujami,7000000000.0,14,1.0,900.0,Jakarta Selatan,2025-04-27T14:30:56.300106
dijual hunian ekslusif cipayung jakarta timur,1685000000.0,4,108.0,78.0,Jakarta Timur,2025-04-27T14:30:56.587710
villa mewah canggu siap huni,8250000000.0,4,320.0,303.0,Badung,2025-04-27T14:30:56.885240
"no dp, no drama! rumah 2 lantai di bogor buat kamu yang visioner!",1100000000.0,3,115.0,109.0,Bogor,2025-04-27T14:30:57.144398
cluster the groove graha raya bintaro,1193000000.0,2,60.0,55.0,Tangerang Selatan,2025-04-27T14:30:57.434711
di jual rumah tinggal cinere depok,7000000000.0,12,550.0,1135.0,Depok,2025-04-27T14:30:57.713007
rumah mewah istimewa 2 lantai dengan kolam renang di jalan gito gati,8850000000.0,6,300.0,478.0,Sleman,2025-04-27T14:30:57.981661
villa fasilitas resort dan opsi manajemen rental,3050000000.0,2,100.0,100.0,Badung,2025-04-27T14:30:58.203572
escape to tranquility villas kaba-kaba - 28 years leasehold,4500000000.0,2,93.0,183.0,Tabanan,2025-04-27T14:30:58.491541
villa fasilitas resort dan opsi manajemen rental,3050000000.0,2,100.0,100.0,Badung,2025-04-27T14:31:08.039295
cluster nivara resort wijaya di jantung kota jakarta selatan,6800000000.0,4,375.0,76.0,Jakarta Selatan,2025-04-27T14:31:08.307758
perumahan 2 lantai ready stok siap huni lokasi cilodong depok,975000000.0,3,67.0,70.0,Depok,2025-04-27T14:31:08.605145
rumah komersil cluster btr 3 blok d9 bekasi timur regency,475000000.0,2,50.0,60.0,Bekasi,2025-04-27T14:31:08.955211
rumah cantik sudah renovasi harga murah di citragran cibubur,3600000000.0,5,259.0,300.0,Jakarta Timur,2025-04-27T14:31:09.088348
grand pakuwon tandes type sanders cluster adelaide,1099000000.0,2,72.0,78.0,Surabaya,2025-04-27T14:31:09.211246
dijual rumah 3 lantai di kemayoran jakarta pusat,1200000000.0,3,91.0,37.0,Jakarta Pusat,2025-04-27T14:31:09.340774
dijual rumah mewah minimalis kemayoran jakarta pusat,498000000.0,2,43.0,22.0,Jakarta Pusat,2025-04-27T14:31:09.438755
"rumah 2 lantai di senopati area, kebayoran baru",48000000000.0,3,320.0,458.0,Jakarta Selatan,2025-04-27T14:31:09.595035
kavling bangunjiwo 1 strategis yogyakarta,520000000.0,2,45.0,88.0,Bantul,2025-04-27T14:31:09.898464
rumah cluster matana asya 9x14 126m 4kt jgc jakarta garden city,3100000000.0,4,315.0,126.0,Jakarta Timur,2025-04-27T14:31:10.196062
dijual rumah cluster mewah di bsd - gading serponh,4719000000.0,4,189.0,128.0,Tangerang Selatan,2025-04-27T14:31:10.501332
dijual rumah villa mewah dan bagus di kelapa gading,18000000000.0,6,470.0,440.0,Jakarta Utara,2025-04-27T14:31:10.806743
termurah dekat binus rumah hadap selatan di sitara leora alam sutera,3150000000.0,4,126.0,112.0,Tangerang Selatan,2025-04-27T14:31:11.102355
di jual butuh segera.! rumah dalam cluster cijambe kota bandung,549000000.0,2,60.0,87.0,Bandung,2025-04-27T14:31:11.405414
rumah cantik 2 lantai di perumahan cluster solo kota,1500000000.0,3,150.0,118.0,Solo,2025-04-27T14:31:11.695803
"rumah cantik semi furnished di perumnas gayungan, ketintang.",1800000000.0,3,150.0,183.0,Surabaya,2025-04-27T14:31:11.979382
jual rumah jl neptunus margahayu raya / belakang mtc,800000000.0,4,80.0,102.0,Bandung,2025-04-27T14:31:12.294560
"townhouse strategis di depok – dekat sekolah, stasiun & tol!",660500000.0,2,52.0,70.0,Depok,2025-04-27T14:31:12.532685
dijual rumah 1 lantai di kana park cluster nobu by rumah chinida,600000000.0,2,33.0,60.0,Tangerang,2025-04-27T14:31:12.840028
di jual villa cluster murah di puri gading jimbaran,1650000000.0,2,55.0,107.0,Badung,2025-04-27T14:31:13.118205
"new private townhouse tapos, bebas banjir, harga all-in, banyak bonus",656000000.0,2,55.0,61.0,Depok,2025-04-27T14:31:13.436762
rumah murah siap huni di lokasi strategis banyuwangi kota,415000000.0,3,75.0,95.0,Banyuwangi,2025-04-27T14:31:13.713685
jual cepat rumah modern kopo permai dkt tki taman kopo indah tol kopo,1400000000.0,3,120.0,93.0,Bandung,2025-04-27T14:31:13.992486
townhouse strategis 2 tingkat shm bebas banjir 10 menit ke lrt tmii,505000000.0,2,50.0,25.5,Jakarta Timur,2025-04-27T14:31:14.244068
dekat citorumah cantik gayungan surabaya,1800000000.0,4,150.0,183.0,Surabaya,2025-04-27T14:31:14.526633
rumah siap huni dekat polresta banyuwangi kota,400000000.0,2,80.0,91.0,Banyuwangi,2025-04-27T14:31:14.839047
dijual atau disewakan – vila minimalis modern di tumbak bayuh,4950000000.0,3,155.0,130.0,Badung,2025-04-27T14:31:15.106811
rumah mewah turun harga murah pol di nguter sukoharjo,1100000000.0,5,350.0,450.0,Sukoharjo,2025-04-27T14:31:15.230640
"rumah baru malang sulfat strategis sulfat tengah kota malang, nego",1700000000.0,4,145.0,116.0,Malang,2025-04-27T14:31:15.327021
"rumah baru malang sulfat strategis sulfat tengah kota malang, nego",1700000000.0,4,145.0,116.0,Malang,2025-04-27T14:31:24.911619
stunning villa dekat sidewalk jimbaran bali,5800000000.0,3,150.0,400.0,Badung,2025-04-27T14:31:25.051554
villa cantik ekslusif dikelilingi sawah di ubud bali siap jadi milikmu,4900000000.0,3,300.0,936.0,Gianyar,2025-04-27T14:31:25.147099
citra garden bintaro cluster bischofia tipe celosia,3500000000.0,5,163.0,120.0,Tangerang Selatan,2025-04-27T14:31:25.257257
turun harga lagimurahjarang adadijual rumah di buahbatu regency,1585000000.0,4,130.0,135.0,Bandung,2025-04-27T14:31:25.368976
dijual villa konsep mediteranian kawasan sanur - vsfe,4500000000.0,2,92.6,116.0,Badung,2025-04-27T14:31:25.619698
"villa, desain villa modern kontemporer di jimbaran, bali",2700000000.0,3,180.0,200.0,Badung,2025-04-27T14:31:25.888568
jual rumah lux cantik kota baru parahyangan kbp dekat ikea ka woosh,4680000000.0,4,220.0,200.0,West Bandung,2025-04-27T14:31:26.136336
rumah hook murah perumahan the river dekat stasiun tol parung panjang,410000000.0,2,50.0,72.0,Bogor,2025-04-27T14:31:26.402836
termurah rumah baru super cakep di suryalaya turangga buahbatu bandung,1850000000.0,3,94.0,115.0,Bandung,2025-04-27T14:31:26.696461
"dijual rumah townhouse bagus furnished shm duren tiga, jakarta selatan",17500000000.0,5,536.0,500.0,Jakarta Selatan,2025-04-27T14:31:27.001043
murah pisan rumah depan taman di bawah harga pasar cigadung dago,3400000000.0,5,250.0,435.0,Bandung,2025-04-27T14:31:27.307054
rumah murah siap huni minimalis modern di turangga buahbatu bandung,1600000000.0,4,120.0,137.0,Bandung,2025-04-27T14:31:27.620318
di jual villa 2 lantai dekat pecatu uluwatu dan pantai balangan,2500000000.0,3,100.0,115.0,Badung,2025-04-27T14:31:27.895499
dijual rumah mewah siap huni di cendana residence 2 bsd city free dp,1200000000.0,3,57.0,72.0,Tangerang Selatan,2025-04-27T14:31:28.213570
"dijual cepat rumah pondok indah, pondok pinang, veteran",3000000000.0,3,180.0,140.0,Jakarta Selatan,2025-04-27T14:31:28.508676
"rumah clasic modern lokasi strategis, 5 mnt lrt dan toll cibubur",915000000.0,3,72.0,50.0,Depok,2025-04-27T14:31:28.812464
dijual rumah 2 lantai cendana residence 2 bsd city dekat tol & stasiun,1239800000.0,3,57.0,72.0,Tangerang,2025-04-27T14:31:29.112816
di jual cepat dan murah rumah siap huni (klender - duren sawit),1500000000.0,3,150.0,97.0,Jakarta Timur,2025-04-27T14:31:29.414510
villa modern 4 bedroom di tumbak bayuh pererenan canggu,3950000000.0,4,180.0,210.0,Badung,2025-04-27T14:31:29.735613
rumah murah siap huni di situsari suryalaya cijagra turangga bandung,2900000000.0,3,250.0,200.0,Bandung,2025-04-27T14:31:30.031272
rumah murah 4 lantai view kota dekat hotel area sejuk dago bandung,2000000000.0,4,250.0,150.0,Bandung,2025-04-27T14:31:30.320304
perumahan 2 lantai strategis dan pinggir jalan raya cilodong depok,875000000.0,3,60.0,60.0,Depok,2025-04-27T14:31:30.592249
dijual rumah full furnish mewah di gading serpong,15458100000.0,4,261.0,329.0,Tangerang,2025-04-27T14:31:30.881122
rumah 2 lantai mewah dan elegant pinggir jalan raya cilodong depok,1075000000.0,3,80.0,84.0,Depok,2025-04-27T14:31:31.182706
hanya 10 menit dari tol bsd dan stasiun krl cluster keren di bsd city,1205000000.0,2,66.0,60.0,Tangerang Selatan,2025-04-27T14:31:31.480351
dijual rumah shila sawangan,2390000000.0,3,79.0,150.0,Depok,2025-04-27T14:31:31.770554
rumah dijual bsd,3750000000.0,4,166.0,128.0,Tangerang,2025-04-27T14:31:32.077788
rumah dekat mall bsd siap huni,5746457500.0,4,255.0,144.0,Tangerang Selatan,2025-04-27T14:31:32.381441
rumah ready full furnish paramount petals,3617600000.0,4,111.0,178.0,Tangerang,2025-04-27T14:31:32.689740
rumah dijual di jatibening pondok gede deket pintu tol murah 2 lantai,2600000000.0,5,120.0,131.0,Bekasi,2025-04-27T14:31:43.451256
dijual cluster lily paramount petals,1680000000.0,3,80.0,72.0,Tangerang,2025-04-27T14:31:43.732791
langka dijual tanah plus 2 villa dekat pantai batu bolong,65100000000.0,7,1860.0,1860.0,Badung,2025-04-27T14:31:44.037330
rumah 2.5 lantai rooftop fasilitas lengkap 5 mnit lrt harjamukti & tol,900000000.0,3,72.0,50.0,Depok,2025-04-27T14:31:44.253262
hanya 10 menit dari tol bsd dan stasiun krl cluster mewah di bsd city,1240800000.0,3,57.0,72.0,Tangerang Selatan,2025-04-27T14:31:44.405212
elyon at eonna rumah mewah premium di jantung bsd city,4600000000.0,4,189.0,128.0,Tangerang Selatan,2025-04-27T14:31:44.517197
"rumah cipinang baru dekat arion,klender,bekasi bisa kpr siap huni",2500000000.0,3,90.0,76.0,Jakarta Timur,2025-04-27T14:31:44.653056
rumah 1 lantai dengan 3 kamar tidur di tole iskandar sukmajaya depok,995000000.0,3,65.0,120.0,Depok,2025-04-27T14:31:44.783874
"dijual – villa nyaman di renon, bali - vskhe",9100000000.0,4,265.0,490.0,Denpasar,2025-04-27T14:31:44.984057
villa baru siap huni di padonan dekat canggu,2500000000.0,2,80.0,160.0,Badung,2025-04-27T14:31:45.316852
bu rumah mewah full furnished daerah citarum bandung ( under valued ),30000000000.0,7,800.0,600.0,Bandung,2025-04-27T14:31:45.584359
dijual rumah 2 lantai giantara serpong bsd city dekat tol & stasiun,1200000000.0,2,66.0,60.0,Tangerang,2025-04-27T14:31:45.863800
dijual rumah mewah siap huni di giantara serpong at bsd city free dp,1200000000.0,2,66.0,60.0,Tangerang Selatan,2025-04-27T14:31:46.147697
the astelia bintaro tipe hoek,2280000000.0,4,150.0,72.0,Tangerang,2025-04-27T14:31:46.459590
bamboo prime residence tipe mezzanine d19,1242705000.0,3,45.0,79.0,Tangerang Selatan,2025-04-27T14:31:46.749321
grade a dibsd city premium home easy akses & dpn mall armont residence,5400000000.0,5,232.0,120.0,Tangerang Selatan,2025-04-27T14:31:47.039008
rumah premium di perumahan eksklusif kota bandung,1553880000.0,3,80.0,72.0,Bandung,2025-04-27T14:31:47.367366
tahomi ville tipe 55,624680714.0,3,55.0,50.0,Depok,2025-04-27T14:31:47.679230
hunian 2 lantai 700jt an lokasi ksu sukmajaya depok,720000000.0,3,70.0,48.0,Depok,2025-04-27T14:31:47.989408
rumah murah araya luas 144 bonus furniture dekat kampus binus,1500000000.0,3,144.0,144.0,Malang,2025-04-27T14:31:48.287191
rumah luas120/111 hrg335jt di manglayang regency cileunyi bandung,335000000.0,3,110.0,120.0,Bandung,2025-04-27T14:31:48.444900
dijual rumah cluster di ciater - bsd city,796000000.0,2,36.0,66.0,Tangerang Selatan,2025-04-27T14:31:48.542100
dijual rumah siap huni di depok,1200000000.0,4,165.0,77.0,Depok,2025-04-27T14:31:48.663674
rumah 2lt 6x14 84m 2kt cluster sentarum asya jgc jakarta garden city,2500000000.0,2,80.0,84.0,Jakarta Timur,2025-04-27T14:31:48.784234
dijual rumah modern dekat bsd city,1121000000.0,3,65.0,60.0,Tangerang Selatan,2025-04-27T14:31:48.913627
revisi turun harga dijual cepat rumah dharmahusada indah surabaya,6000000000.0,7,410.0,375.0,Surabaya,2025-04-27T14:31:49.025387
dijual rumah di tangsel 5 juta all in,1621000000.0,2,88.0,84.0,Tangerang Selatan,2025-04-27T14:31:49.188660
