Title,Price,Bedrooms,Living Size(m²),Land Size(m²),Location,Timestamp
shila at sawangan cluster tilia courtyard standard,1771601000.0,3,110.0,112.0,Depok,2025-04-27T14:42:35.883452
cendana botanic tipe residence,985883088.0,3,68.0,74.0,Tangerang,2025-04-27T14:42:36.049870
blossom park tipe camelia,557000000.0,2,47.0,60.0,Bogor,2025-04-27T14:42:36.242007
inkamaya tipe 45,606729809.0,2,47.0,84.0,Bogor,2025-04-27T14:42:36.419382
grand duta city - west manhattan tipe brooklyn,1380668783.0,3,69.0,90.0,Bekasi,2025-04-27T14:42:36.700859
premier promenade tipe lavender,2988000000.0,4,140.0,140.0,Depok,2025-04-27T14:42:36.918089
bsd city - cluster vasya tanakayu tipe 137,3499041000.0,3,137.0,84.0,Tangerang,2025-04-27T14:42:37.189569
cluster miami tipe 15,5259787000.0,4,297.0,300.0,Bogor,2025-04-27T14:42:37.500235
cluster nashville tipe 166,2654647000.0,4,166.0,153.0,Bogor,2025-04-27T14:42:37.662344
casa de kalma tipe 84,986000000.0,2,84.0,52.0,Depok,2025-04-27T14:42:37.966621
cendana botanic type 1,817000000.0,2,55.0,60.0,Tangerang,2025-04-27T14:42:38.251838
rumah mewah eksklusif posisi hook ready siap huni di condet kramatjati,1800000000.0,3,85.0,80.0,Jakarta Timur,2025-04-27T14:42:38.543816
perumahan siap huni akses dan lokasi sangat bagus kota depok,697000000.0,2,46.0,60.0,Depok,2025-04-27T14:42:38.860682
cluster ivory tipe 7x12 – metland transyogi cibubur,1503500000.0,3,77.0,84.0,Bogor,2025-04-27T14:42:39.166172
cluster wangsagriya at podomoro park bandung,1700000000.0,2,82.0,72.0,Bandung,2025-04-27T14:42:39.441969
wts rumah tipe hoek cluster grisea gading serpong lebar 12,7300000000.0,5,325.0,286.0,Tangerang,2025-04-27T14:42:39.747815
dijual rumah indah nyaman harga terjangkau di penarukan buleleng bali,1050000000.0,1,98.0,190.0,Buleleng,2025-04-27T14:42:40.057130
rumah scandinavian dp 0% akses 5 menit ke stasiun pondok rajeg,385000000.0,2,28.0,50.0,Depok,2025-04-27T14:42:40.363177
dijual rumah siap huni dp 0% lokasi 15 menit ke stasiun depok,1200000000.0,4,100.0,106.0,Jakarta Selatan,2025-04-27T14:42:40.654701
"rumah murah , minimalis, 2 lantai cluster di jakarta barat",800000000.0,2,58.0,50.0,Barat,2025-04-27T14:42:40.959511
rumah super murah hitung tanah syp bkr pasirsalam suryalaya turangga,1399000000.0,2,100.0,186.0,Bandung,2025-04-27T14:42:41.249875
"masangan kulon, sukodono, sebelah griya bbayangkara, sidoarjo",395000000.0,2,65.0,65.0,Sidoarjo,2025-04-27T14:42:41.562077
jual kos kost kosan kostan 26 kamar di slipi palmerah roi 8 persen up,5100000000.0,26,382.0,231.0,Jakarta Barat,2025-04-27T14:42:41.866632
dijual cepat rumah murah bu di hunian asri di gempol,210000000.0,2,30.0,60.0,Pasuruan,2025-04-27T14:42:42.174276
dijual rumah di cimuning mustika jaya kota bekasi,500000000.0,2,66.0,60.0,Bekasi,2025-04-27T14:42:42.478830
rumah murah 200 jutaan di bekasi utara dekat harapan indah,265000000.0,2,36.0,60.0,Bekasi,2025-04-27T14:42:42.768733
rumah mewah 2 lantai bandulan dekat dieng ijen malang,445000000.0,2,54.0,71.0,Malang,2025-04-27T14:42:43.067460
"rumah murah dekat rsij,gunung sahari,kelapa gading di cempaka putih",1159780000.0,3,58.0,30.0,Jakarta Pusat,2025-04-27T14:42:43.369044
rumah cantik furnished dikawasan elite nya bsd city,5900000000.0,3,180.0,162.0,Tangerang Selatan,2025-04-27T14:42:43.641957
rumah mewah scandinavian harga 400jtan harapan indah,400000000.0,2,33.0,70.0,Bekasi,2025-04-27T14:42:43.944448
dijual rumah mewah 2 lantai kemang ampera cilandak,14000000000.0,5,244.0,638.0,Jakarta Selatan,2025-04-27T14:42:55.502003
rumah murah wiradadi purwokerto,200000000.0,2,36.0,72.0,Banyumas,2025-04-27T14:42:55.811633
rumah mewah hook cempaka putih 2 menit gereja bait,1581000000.0,3,78.0,45.0,Jakarta Pusat,2025-04-27T14:42:56.131938
rumah taman surya termurah jual cepat lt 130,1900000000.0,5,200.0,130.0,Jakarta Barat,2025-04-27T14:42:56.472216
royal batavia blossom by. jaya group free ajb bphtb,635000000.0,2,48.0,60.0,Tangerang,2025-04-27T14:42:56.794085
rumah murah baki sukoharjo,311000000.0,2,36.0,64.0,Sukoharjo,2025-04-27T14:42:57.072452
rumah dijual siap huni di kota bogor 2 lantai,1059000000.0,3,100.0,88.0,Bogor,2025-04-27T14:42:57.368087
"brand new villa with rice field views in kayu tulang, canggu",3450000000.0,2,154.0,100.0,Badung,2025-04-27T14:42:57.671747
stunning six-bedroom villa with panoramic seaview and sunset,23000000000.0,6,428.0,800.0,Badung,2025-04-27T14:42:57.975150
"cluster perumahan mewah, modern & elegant (2 lantai)",600000000.0,3,64.0,76.0,Solo,2025-04-27T14:42:58.270503
bs tukartmbh mobil dijual rumah 2lt 120m shm taman udayana sentul city,1100000000.0,3,120.0,90.0,Bogor,2025-04-27T14:42:58.581751
"rumah kopi, 3 kamar tidur strategis di kav auri jatiluhur jatiasih",885000000.0,3,70.0,120.0,Bekasi,2025-04-27T14:42:58.880292
termurah! sejagad kelapa gading – rumah siap renovasi di bcs,775000000.0,2,90.0,60.0,Jakarta Utara,2025-04-27T14:42:59.174675
rumah baru arcamanik cisaranten kulon free kitchen set siap huni|la242,1880000000.0,4,161.0,148.0,Bandung,2025-04-27T14:42:59.482836
"dijual rumah di cengkareng, jakarta barat",8000000000.0,4,400.0,200.0,Jakarta Barat,2025-04-27T14:42:59.790396
rumah siap huni 2 lt 15 menit ke gerbang tol benda dibantu kpr j-18631,1896000000.0,4,123.0,108.0,Jakarta Barat,2025-04-27T14:43:00.092264
rumah baru siap huni 2 lantai dekat telaga kahuripan akses mudah,550000000.0,2,70.0,60.0,Bogor,2025-04-27T14:43:00.387756
rumah siap huni tanpa bi cheking di bekasi,300000000.0,2,36.0,60.0,Bekasi,2025-04-27T14:43:00.693442
rumah di perumahan baturan fajar indah turun harga,999000000.0,3,170.0,96.0,Karanganyar,2025-04-27T14:43:00.961808
rumah carport murah meriah daerah kepu kemayoran jakarta pusat,655800000.0,2,48.0,24.0,Jakarta Pusat,2025-04-27T14:43:01.276592
dijual rumah di vanya park bsd untuk invest kos kosan dekat akses toll,1200000000.0,4,90.0,32.0,Tangerang Selatan,2025-04-27T14:43:01.586782
belova classic terravia cicilan bertahap & kpr dp 0 termurah bsd city,1900000000.0,3,95.0,66.0,Tangerang Selatan,2025-04-27T14:43:01.883538
rumah 2 kamar hadap jalan raya di cileunyi bandung,270000000.0,2,30.0,54.0,Bandung,2025-04-27T14:43:02.129196
vazza living tipe jade-y2 rumah dp 0% graha raya bintaro,1400000000.0,2,59.0,60.0,Tangerang,2025-04-27T14:43:02.502811
dijual rumah 2 lantai tipe fennel cluster fedora park by rumah chinida,1700000000.0,3,102.0,87.0,Tangerang,2025-04-27T14:43:02.800170
cluster emory tipe viola – parkland podomoro karawang,1060000000.0,2,42.0,75.0,Karawang,2025-04-27T14:43:03.093808
rumah 2 lantai murah dekat ijen kota malang,450000000.0,2,55.0,70.0,Malang,2025-04-27T14:43:03.380981
jual cepat rumah 1 lantai siap huni nginden,2300000000.0,5,132.0,210.0,Surabaya,2025-04-27T14:43:03.683042
dijual rumah mewah di de bsd dekat dengan akses toll bsd serpong,2200000000.0,3,90.0,112.0,Tangerang,2025-04-27T14:43:03.984568
villa strategis bu dekat sekali ke wisata tengah kota batu view bagus,950000000.0,3,160.0,89.0,Batu,2025-04-27T14:43:04.286005
rumah classic modernt cipayung jakarta timur,1300000000.0,3,75.0,70.0,Jakarta Timur,2025-04-27T14:43:14.479742
cluster louise summarecon serpong phase 2 tipe 8 harga mulai rp3m,3700000000.0,5,183.0,120.0,Tangerang,2025-04-27T14:43:14.789111
perumahan elite dan startegis di tengah kota palembang,1050000000.0,3,100.0,100.0,Palembang,2025-04-27T14:43:15.112667
ana rumah hoek uk 7.6x15m di duri kepa,3650000000.0,4,295.0,114.0,Jakarta Barat,2025-04-27T14:43:15.446064
rumah cantik siap huni murah di karangploso dalam perumahan,350000000.0,2,74.0,74.0,Malang,2025-04-27T14:43:15.761877
dijual rumah dekat universitas multimedia nusantara cluster pascal,4050000000.0,4,202.0,180.0,Tangerang,2025-04-27T14:43:16.048256
cluster miami tipe 12,4124146000.0,4,242.0,240.0,Bogor,2025-04-27T14:43:16.345986
kebayoran harmony tipe decco 7,2530000000.0,3,96.0,84.0,Tangerang,2025-04-27T14:43:16.633791
paradise serpong city 2 - ecospace tipe delano,919000000.0,3,59.0,60.0,Bogor,2025-04-27T14:43:16.943563
ikon tenjo resort homes tipe monstera,398514000.0,2,48.0,60.0,Bogor,2025-04-27T14:43:17.238499
grandia liv tipe mysa,762820000.0,2,55.0,67.0,Bogor,2025-04-27T14:43:17.543916
metland cibitung - cluster havana tipe 64/98,1000000000.0,3,64.0,98.0,Bekasi,2025-04-27T14:43:17.848103
panorama terrace tipe c,3207000000.0,4,160.0,100.0,Jakarta Selatan,2025-04-27T14:43:18.294410
blossom park tipe new camelia,605000000.0,2,50.0,61.0,Bogor,2025-04-27T14:43:18.594031
cluster avilla nova tipe grandeur – samanea hill,645000000.0,2,36.0,72.0,Bogor,2025-04-27T14:43:18.886742
cluster albizia tipe business loft & home loft – samanea hill,1055000000.0,2,107.0,63.0,Bogor,2025-04-27T14:43:19.169186
bio district bsd tipe c,2530000000.0,4,112.0,84.0,Tangerang Selatan,2025-04-27T14:43:19.449270
cluster new visalia tipe 70,1029845000.0,2,70.0,60.0,Bogor,2025-04-27T14:43:19.747538
cluster agra tipe abelia at suvarna sutera,1885200000.0,4,129.0,120.0,Tangerang,2025-04-27T14:43:20.065022
hacaca village tipe acacia,720000000.0,2,36.0,60.0,Bekasi,2025-04-27T14:43:20.362006
kota podomoro tenjo tipe deluxe 36,230350000.0,2,36.0,72.0,Bogor,2025-04-27T14:43:20.695573
cluster evergreen tipe azalea dwi – parkland podomoro karawang,2260000000.0,3,120.0,98.0,Karawang,2025-04-27T14:43:20.981082
cluster emory tipe viola – parkland podomoro karawang,1060000000.0,2,42.0,75.0,Karawang,2025-04-27T14:43:21.281731
cluster emory tipe milenial - parkland podomoro karawang,700000000.0,2,31.0,60.0,Karawang,2025-04-27T14:43:21.581087
kana park cluster kano tipe 48,667373280.0,3,48.0,72.0,Tangerang,2025-04-27T14:43:21.886516
cluster new tropical tipe 36 – samesta parayasa,476000000.0,2,36.0,72.0,Bogor,2025-04-27T14:43:22.184710
belova classic tipe 6 – belova at terravia,2276360000.0,3,95.0,66.0,Tangerang,2025-04-27T14:43:22.485739
grand duta city - east manhattan tipe madison,1514310840.0,2,82.0,78.0,Bekasi,2025-04-27T14:43:22.788915
puri 11 heritage tipe the 7 corner - 2fl,3688387285.0,3,109.0,111.0,Tangerang,2025-04-27T14:43:23.084593
lake homes serpong tipe 80/60,1000045540.0,3,80.0,60.0,Bogor,2025-04-27T14:43:23.400717
grand duta city - west manhattan tipe hudson,1114760540.0,2,58.0,75.0,Bekasi,2025-04-27T14:43:32.594222
beli rumah hanya bayar 5 jt saja,970000000.0,2,45.0,97.0,Depok,2025-04-27T14:43:32.912969
"rumah dijual posisi hook full furnished di cipayung, jakarta timur",1970000000.0,4,144.0,90.0,Jakarta Timur,2025-04-27T14:43:33.210597
"jual cepat rumah secondary luas surat shm on hand di jagakarsa,jaksel",2100000000.0,3,139.0,139.0,Jakarta Selatan,2025-04-27T14:43:33.543926
di jual cepat rumah strategis wilayah beji depok,985000000.0,3,75.0,79.0,Depok,2025-04-27T14:43:33.890976
rumah mewah 2 lantai perum nirwana eksekutif merr,1690000000.0,3,110.0,72.0,Surabaya,2025-04-27T14:43:34.194168
kos kosan prospek mahasiswa kampus upn sampek nolak2,1650000000.0,10,150.0,83.0,Surabaya,2025-04-27T14:43:34.508561
turun harga nett rumah 3 lantai cluster pesona bali gegerkalong,1350000000.0,5,165.0,127.0,Bandung,2025-04-27T14:43:34.812945
rumah minimalis di golden hills serpong siap huni,697000000.0,2,36.0,72.0,Bogor,2025-04-27T14:43:35.105959
dijual / disewakan rumah mewah di lippo karawaci cluster beverly golf,4500000000.0,4,225.0,200.0,Tangerang,2025-04-27T14:43:35.407365
rumah bagus 2lt semifurnished shm siap huni bintaro sek 9 (cl 220),3800000000.0,3,250.0,144.0,Tangerang Selatan,2025-04-27T14:43:35.722902
property hot deal daerah kodya dekat timoho,1500000000.0,3,74.0,63.0,Yogyakarta,2025-04-27T14:43:36.013529
rumah 2lt posisi hook bisa hunian kantor usaha lain di bintaro cl 278,10750000000.0,5,400.0,597.0,Tangerang Selatan,2025-04-27T14:43:36.315683
rumah modern mungil di mejing godean,450000000.0,2,60.0,80.0,Sleman,2025-04-27T14:43:36.607620
dijual rumah murah di sawangan depok,599000000.0,2,72.0,102.0,Depok,2025-04-27T14:43:36.916708
rumah kos dekat kampus umm ub uin unisma,1300000000.0,10,208.0,120.0,Malang,2025-04-27T14:43:37.213360
dijual rumah murah minimalis suvarna sutera tangerang banten,1400000000.0,3,115.0,160.0,Tangerang,2025-04-27T14:43:37.514683
rumah luas baru lingkungan elit dekat lempuyangan,5500000000.0,4,201.0,288.0,Yogyakarta,2025-04-27T14:43:37.813813
jual cepat tanpa perantara rumah cantik bukit golf cibubur murah,690000000.0,2,70.0,93.0,Jakarta Timur,2025-04-27T14:43:38.092013
dijual cepat rumah area kemang jaksel nego sampai deal,28000000000.0,5,1150.0,1150.0,Jakarta Selatan,2025-04-27T14:43:38.399741
"di jual 3 unit villa shm luas tanah 4,750m2 pantai saba",55000000000.0,11,1400.0,4750.0,Gianyar,2025-04-27T14:43:38.728283
dijual rumah 2 lantai luas 120 meter 750 jt aja,750000000.0,2,120.0,144.0,Bogor,2025-04-27T14:43:38.908761
"rumah 1 lantai, tanah luas di perumahan ekslusif kota bandung",1496344000.0,2,52.0,120.0,Bandung,2025-04-27T14:43:39.140013
rumah 2 lantai di komplek graha rancamanyar shm masih bisa nego,450000000.0,2,90.0,72.0,Bandung,2025-04-27T14:43:39.268317
dijual bu rumah 2 lantai luas banguna terawat lingkungan asri,1650000000.0,4,300.0,200.0,Tangerang,2025-04-27T14:43:39.576468
dijual rumah manyar hook + kantor strategis di tengah kota surabaya,5400000000.0,6,275.0,513.0,Surabaya,2025-04-27T14:43:39.726636
rumah nyaman dekat mrt lebak bulus,2055750000.0,3,60.0,66.0,Tangerang Selatan,2025-04-27T14:43:40.029364
dijual rmh huk icon bsd view lap basket 3 lantai full terawat lok oke,3000000000.0,3,250.0,133.0,Tangerang,2025-04-27T14:43:40.244628
rumah gramapuri tamansari cibitung 4kt 2km strategis nyaman aman,799000000.0,4,150.0,140.0,Bekasi,2025-04-27T14:43:40.466216
rumah kos dekat kampus umm uin ub unisma,1600000000.0,10,167.0,80.0,Malang,2025-04-27T14:43:40.771002
dijual rumah manyar hook + kantor strategis di tengah kota surabaya,5400000000.0,6,275.0,513.0,Surabaya,2025-04-27T14:43:50.158279
rumah murah mewah harga nego puri surya jaya raya gedangan sidoarjo,2600000000.0,4,260.0,180.0,Sidoarjo,2025-04-27T14:43:50.472612
rumah nyaman dekat mrt lebak bulus,2055750000.0,3,60.0,66.0,Tangerang Selatan,2025-04-27T14:43:50.691353
rumah 2lt furnished shm swimming pool di bintaro jak sel cl 004,14500000000.0,3,306.0,480.0,Jakarta Selatan,2025-04-27T14:43:51.028235
"rumah mewah tengah kota jaktim serasa di desa, furnish dan terawat.",5250000000.0,6,400.0,300.0,Jakarta Timur,2025-04-27T14:43:51.341184
"sisa 2 unit! rumah 2 lantai di pusat kota jakut, hanya 600-jutaan",699000000.0,2,63.0,31.5,Jakarta Utara,2025-04-27T14:43:51.627687
"dijual villa siap huni dekat kebun teh gedeh, kab. cianjur",475000000.0,2,80.0,225.0,Cianjur,2025-04-27T14:43:51.945925
villa view sawah dekat ubud center bali,2900000000.0,2,150.0,327.0,Gianyar,2025-04-27T14:43:52.249079
dijual tp rumah modern bonus kosan executive cilandak jakarta selatan,7000000000.0,10,350.0,139.0,Jakarta Selatan,2025-04-27T14:43:52.572296
rumah cluster murah the river siap huni dekat stasiun parung panjang,350000000.0,1,40.0,60.0,Bogor,2025-04-27T14:43:52.863330
rumah murah surabaya wisata semanggi 900jt kpr no bi cheking 3kt 2km,900000000.0,3,54.0,84.0,Surabaya,2025-04-27T14:43:53.157546
dijual rumah 2 lantai green mutiara residence garut,525000000.0,2,60.0,60.0,Garut,2025-04-27T14:43:53.452507
rumah 2 lantai timur uns solo,500000000.0,3,75.0,70.0,Solo,2025-04-27T14:43:53.747645
cluster uenos house tipe n – cimanggis golf estate,990000000.0,2,56.0,64.0,Depok,2025-04-27T14:43:54.060528
bukit podomoro jakarta tipe 9 luxury classic,5800000000.0,4,197.0,117.0,Jakarta Timur,2025-04-27T14:43:54.350849
tjokro boulevard tipe 65,770000000.0,2,65.0,60.0,Bantul,2025-04-27T14:43:54.631710
eonna bsd city tipe 8,5361538000.0,6,192.0,128.0,Tangerang Selatan,2025-04-27T14:43:54.931283
tanakayu svadhi tipe 5 - bsd city,2859875000.0,3,70.0,97.0,Tangerang Selatan,2025-04-27T14:43:55.241458
rumah rapi dan cakep di alam sutera cluster feronia,5000000000.0,3,186.0,182.0,Tangerang Selatan,2025-04-27T14:43:55.521032
hunian dkt tol caringin bogor dan view gunung di bukit caringin,346800000.0,2,36.0,72.0,Bogor,2025-04-27T14:43:55.818243
"jual cepat rumah 2 lantai, dibawah harga pasaran, di pusat kota bekasi",420000000.0,3,160.0,96.0,Bekasi,2025-04-27T14:43:56.112966
dijual rumah minimalis sepinggan pratama,750000000.0,2,45.0,90.0,Balikpapan,2025-04-27T14:43:56.420659
di jual rumah cluster di the residence jeruk purut-kemang .shm,5200000000.0,3,200.0,81.0,Jakarta Selatan,2025-04-27T14:43:56.715846
cuma di sini. rumah murah type 36,250000000.0,2,36.0,60.0,Bandung,2025-04-27T14:43:57.030615
rumah subsidi lokasi terbaik,185000000.0,2,30.0,60.0,Bekasi,2025-04-27T14:43:57.290153
type 36 2 kamar harga murah,250000000.0,2,36.0,60.0,Bandung,2025-04-27T14:43:57.586587
dijual cepat rumah dalam komplek medan johor dekat citra wisata medan,675000000.0,3,77.0,112.0,Medan,2025-04-27T14:43:57.898399
citra indah city rumah second real estate dijual murah,300000000.0,2,60.0,90.0,Bogor,2025-04-27T14:43:58.195570
jual rumah mewah siap huni bandung timur,715000000.0,2,43.0,94.0,Bandung,2025-04-27T14:43:58.492618
jual rumah di kencana loka bsd serpong,1950000000.0,3,120.0,90.0,Tangerang Selatan,2025-04-27T14:43:58.793257
jual rumah mewah siap huni bandung timur,715000000.0,2,43.0,94.0,Bandung,2025-04-27T14:44:08.315775
jual rumah di kencana loka bsd serpong,1950000000.0,3,120.0,90.0,Tangerang Selatan,2025-04-27T14:44:08.621738
dijual cepat rumah dalam komplek medan johor dekat citra wisata medan,675000000.0,3,77.0,112.0,Medan,2025-04-27T14:44:08.939370
dijual cepat rumah murah 2 lantai bangunan baru lokasi strategis,450000000.0,2,60.0,33.0,Surabaya,2025-04-27T14:44:09.255953
rumah subsidi lokasi terbaik,185000000.0,2,30.0,60.0,Bekasi,2025-04-27T14:44:09.594373
dijual rumah 2 lantai di poris cengkareng nego sampai deal,775000000.0,3,110.0,55.0,Tangerang,2025-04-27T14:44:09.892366
rumah murah bogor view pegunungan lokasi dekat kampus ipb,498000000.0,2,36.0,72.0,Bogor,2025-04-27T14:44:10.205592
rumah mewah di makam haji solo,1300000000.0,4,180.0,180.0,Sukoharjo,2025-04-27T14:44:10.497437
jual hunian 3 lantai lokasi strategi bisa kpr di jakarta pusat,1283400000.0,2,91.0,37.0,Jakarta Pusat,2025-04-27T14:44:10.809668
dijual rumah hook siap huni di belle fleur citra raya tangerang,1489000000.0,2,39.0,99.0,Tangerang,2025-04-27T14:44:11.102939
dijual rumah bagus siap huni di the icon bsd city,2300000000.0,3,75.0,112.0,Tangerang Selatan,2025-04-27T14:44:11.417068
ready stok super crazy deal! strozzi3lt free ppn langsung serah terima,2400000000.0,3,125.0,72.0,Tangerang,2025-04-27T14:44:11.716480
cuma di sini. rumah murah type 36,250000000.0,2,36.0,60.0,Bandung,2025-04-27T14:44:12.024009
rumah murah dan strategis di ciseeng parung bogor,230000000.0,3,185.0,185.0,Bogor,2025-04-27T14:44:12.322295
dijual rumah premier estate 3 cibubur 2 lantai siap huni,2300000000.0,4,135.0,135.0,Bekasi,2025-04-27T14:44:12.592478
jual rumah kost & tempat usaha hadap jalan kebon jeruk jakarta barat,26000000000.0,10,700.0,291.0,Jakarta Barat,2025-04-27T14:44:12.894916
dijual rumah 500 jutaan tanpa dp siap huni di grand masangan permai,585000000.0,2,36.0,78.0,Sidoarjo,2025-04-27T14:44:13.193099
rumah siap huni rapi bersih di tanjung bunga makassar,900000000.0,3,935.0,1425.0,Flores Timur,2025-04-27T14:44:13.489183
"“rumah strategis di depok! dekat stasiun, sekolah, dan tol !!",640000000.0,2,56.0,62.0,Depok,2025-04-27T14:44:13.785096
rumah murah di kota bogor cuma 230 jutaan dekat stasiun dan pintu toll,230000000.0,2,40.0,60.0,Bogor,2025-04-27T14:44:14.090495
cluster topaz residence tipe bs,1268692000.0,3,89.0,77.0,Makassar,2025-04-27T14:44:14.377573
panjibuwono city cluster majapahit tipe damar,678443887.0,2,36.0,72.0,Bekasi,2025-04-27T14:44:14.687313
panjibuwono city cluster majapahit hook,835696865.0,2,36.0,96.0,Bekasi,2025-04-27T14:44:14.977162
grand tenjo residence - oakwood suite mezzanine,503974450.0,3,34.0,72.0,Bogor,2025-04-27T14:44:15.374835
synthesis homes tipe andesit irregular,3739590000.0,4,137.0,154.0,Tangerang Selatan,2025-04-27T14:44:15.668507
citraland tallasa city - elysian park tipe enora,3920000000.0,4,203.0,180.0,Makassar,2025-04-27T14:44:15.978189
bravado residence tipe 38,667000000.0,2,38.0,68.0,Depok,2025-04-27T14:44:16.279973
cluster sriwijaya waterfront tipe ashta suite,839678302.0,2,34.0,78.0,Bekasi,2025-04-27T14:44:16.574773
ymma - zeta 4 172/204,4100000000.0,4,172.0,204.0,Tangerang,2025-04-27T14:44:16.894512
ymma - zeta 3 158/166,3611000000.0,4,158.0,166.0,Tangerang,2025-04-27T14:44:17.197645
